lemma,sentence,sense,kannada_meaning,english_meaning
ತಿಳಿ,ಅವರ ಸಮಾಜದ ಜತೆ ತಮ್ಮ ಭಯಂಕರ ತತ್ವಗಳನ್ನು ಹರಡುವುದಕ್ಕೆ ಕಡಿವಾಣ ಹಾಕಬೇಕು ಎಂದು ಡಾನ್ ತಿಳಿ ಹೇಳಿದೆ.,1,"ಜ್ಞಾನ, ಅರಿವು","Knowledge, awareness"
ತಿಳಿ,"ಎಕ್ಲಾಂಪ್ಸಿಯಾ ಪ್ರಮುಖ ಆತಂಕಕ್ಕೆ ಕಾರಣವಾಗಿದ್ದು, ಈ ಕುರಿತು ಜಾಗೃತಿ ಬಹಳ ಮುಖ್ಯವಾಗಿರುತ್ತದೆ ಎಂದು ಅಂಕಿ-ಅಂಶಗಳು ತಿಳಿ ಸಿವೆ.",1,"ಜ್ಞಾನ, ಅರಿವು","Knowledge, awareness"
ತಿಳಿ,ಮೊದಲು ನಿಮ್ಮ ನಡುವಳಿಕೆ ಬದಲು ಮಾಡಿಕೊಂಡು ನಮಗೆ ತಿಳಿ ಹೇಳಿ; ಎಚ್​ಡಿಕೆಗೆ ಚಲುವರಾಯಸ್ವಾಮಿ ಟಾಂಗ್​​,1,"ಜ್ಞಾನ, ಅರಿವು","Knowledge, awareness"
ತಿಳಿ,ಮನುಕುಲದ ಕವಿಯಾಗು ಕುಲಕೋಟಿಗಳನು ತಿಳಿ,1,"ಜ್ಞಾನ, ಅರಿವು","Knowledge, awareness"
ತಿಳಿ,ಇದಕ್ಕೆ ತಾನು ಜಾಗೃತರಾಗಿರುವಂತೆ ಅವರಿಗೆ ತಿಳಿ ಹೇಳಿದ್ದೆ.,1,"ಜ್ಞಾನ, ಅರಿವು","Knowledge, awareness"
ತಿಳಿ,ಯಾರಾದರೂ ಬೈದರೂ ಸಹಿತ ಅವರಿಗೆ ತಿಳಿ ಹೇಳಿ ಮಾತಿಗೆ ವಿರಾಮ ನೀಡಬೇಕು.,1,"ಜ್ಞಾನ, ಅರಿವು","Knowledge, awareness"
ತಿಳಿ,"ಡೆಂಗಿ, ಮಲೇರಿಯಾ ಮುಂತಾದ ಸಾಂಕ್ರಾಮಿಕ ರೋಗಗಳು ಹರಡುವಿಕೆ, ನಿಯಂತ್ರಣದ ಬಗ್ಗೆ ತಿಳಿ ಹೇಳುವ ಮಳಿಗೆಯನ್ನು ಆರೋಗ್ಯ ಇಲಾಖೆ ತೆರೆದಿದೆ.",1,"ಜ್ಞಾನ, ಅರಿವು","Knowledge, awareness"
ತಿಳಿ,ಹಿಂದೆ ಈ ಬಗ್ಗೆ ವಯಸ್ಸಿಗೆ ಬಂದ ಮಗಳಿಗೆ ತಿಳಿ ಹೇಳುವುದು ಹೇಗೆ ಎಂಬುದು ಎಲ್ಲಾ ತಾಯಂದಿರ ಸಂಕೋಚ ಹಾಗೂ ಕಳವಳವೂ ಆಗಿತ್ತು.,1,"ಜ್ಞಾನ, ಅರಿವು","Knowledge, awareness"
ತಿಳಿ,ಮಕ್ಕಳನ್ನು ಈ ರೀತಿ ಕೆಟ್ಟದಾಗಿ ಶಿಕ್ಷಿಸುವುದಕ್ಕಿಂತ ಪೋಷಕರಿಗೆ ತಿಳಿ ಹೇಳುವುದು ಉತ್ತಮ.,1,"ಜ್ಞಾನ, ಅರಿವು","Knowledge, awareness"
ತಿಳಿ,ಪ್ರಮುಖ ರಸ್ತೆಗಳಲ್ಲಿಯೇ ಇಂತಹ ದಶ್ಯ ಕಂಡುಬರುತ್ತಿದ್ದರೂ ತಿಳಿ ಹೇಳುವ ಅಥವಾ ಕ್ರಮ ಜರುಗಿಸುವ ಕಾರ್ಯ ನಡದೇ ಇಲ್ಲ ಎಂಬ ಅಸಮಾಧಾನ ವಾಹನ ಸವಾರರಿಂದ ವ್ಯಕ್ತವಾಗುತ್ತಿದೆ.,1,"ಜ್ಞಾನ, ಅರಿವು","Knowledge, awareness"
ತಿಳಿ,ಆ ಹಿನ್ನಲೆಯ ವಿಷಯಗಳನ್ನು ಸಹ ಇಂದು ಜಾನಪದ ಕಲಾವಿದರು ಜನರಿಗೆ ತಿಳಿ ಹೇಳುವುದು ಅವಶ್ಯವಿದೆ ಎಂದು ಹೇಳಿದರು.,1,"ಜ್ಞಾನ, ಅರಿವು","Knowledge, awareness"
ತಿಳಿ,ಎಂದು ಹಳ್ಳಿ ಹಳ್ಳಿಗಳಿಗೆ ಹೋಗಿ ತಿಳಿ ಹೇಳಿ ಜಾಗ್ರತಿ ಮೂಡಿಸುವ ಇವರಿಂದಾಗಿ ಇತ್ತೀಚೆಗೆ ಮನೆಯಲ್ಲಿ ಕಟ್ಟಿರುವ ಜೇಡದ ಬಲೆ ತೆಗೆಯಲೂ ನಾನು ನೂರು ಸಲ ಯೋಚಿಸುವಂತಾಗಿ ಬಿಟ್ಟಿದೆ.,1,"ಜ್ಞಾನ, ಅರಿವು","Knowledge, awareness"
ತಿಳಿ,"ಇದಕ್ಕೆ ಉತ್ತರಿಸಿದ ರೈಲ್ವೆ ಇಲಾಖೆ, IRCTC ವೆಬ್‌ಸೈಟ್‌ನಲ್ಲಿ ಇಂತಹ ಅಶ್ಲೀಲ ಜಾಹಿರಾತುಗಳು ಕಾಣಿಸಿಕೊಳ್ಳಲು ನೀವೇ ಕಾರಣ ಎಂಬುದನ್ನು ಟೀಕೆ ಮಾಡಿದ್ದ ವ್ಯಕ್ತಿಗೆ ತಿಳಿ ಹೇಳಿದೆ.",1,"ಜ್ಞಾನ, ಅರಿವು","Knowledge, awareness"
ತಿಳಿ,ಸ್ಕ್ರೀನ್ ಮತ್ತು ಕಣ್ಣುಗಳ ನಡುವೆ ಸೂಕ್ತ ಅಂತರ ಇಟ್ಟು ಕುಳಿತುಕೊಳ್ಳುವಂತೆ ನಿಮ್ಮ ಮಕ್ಕಳಿಗೆ ವಿವರಿಸಬೇಕು ಮತ್ತು ಹೀಗೆ ಮಾಡುವುದರಿಂದ ಕಣ್ಣಿಗೆ ಆಗುವ ಆಯಾಸವನ್ನು ತಡೆಗಟ್ಟಬಹುದು ಎಂಬುದನ್ನು ತಿಳಿ ಹೇಳಿ.,1,"ಜ್ಞಾನ, ಅರಿವು","Knowledge, awareness"
ತಿಳಿ,ಹಸಿ ಮತ್ತು ಒಣ ಕಸವನ್ನು ಪ್ರತ್ಯೇಕವಾಗಿ ವಿಂಗಡಿಸಿ ನಗರಸಭೆಯ ವಾಹನಗಳಿಗೆ ಹಾಕಬೇಕು ಎಂದು ತಿಳಿ ಹೇಳಿದರು.,1,"ಜ್ಞಾನ, ಅರಿವು","Knowledge, awareness"
ತಿಳಿ,"ಆದ್ದರಿಂದ ನಿಮ್ಮ ಕುಟುಂಬದಲ್ಲಿ ಯಾರೇಷ್ಟೆ ದೊಡ್ಡವರಿರಲಿ ದೊಡ್ಡ ಹುದ್ದೆಯಲ್ಲಿರಲಿ ಅನ್ಯಾಯ, ಅನೀತಿಯ ಹಾದಿ ತುಳಿಯುತ್ತಿದ್ದರೆ ತಿಳಿ ಹೇಳಿ.",1,"ಜ್ಞಾನ, ಅರಿವು","Knowledge, awareness"
ತಿಳಿ,ಆ ದೇವರು ಮಾಡುತ್ತಾನೆ ನಿರ್ಮಾಣವನ್ನಾ ಈ ಮನುಷಾ ಮಾಡುತ್ತಾನೆ ನಿರ್ನಾಮವನ್ನಾ ಪರಿಸರ ಅಂದ್ರೆ ಇವರಿಗೆ ಕೇರೇ ಇಲ್ಲಾ ಪರಿಸರ ಇಲ್ದೇ ಇವರ ಉಸಿರೇ ಇಲ್ಲಾ ತಿಳಿ ತಿಳಿ ಈ ಸತ್ಯಾ ಓ ಮನುಜಾ ನೀ ನಿತ್ಯಾ ಇದು ಪರಿಸರದಾ ಹಾಡು ಇದು ಪರಿಸರದಾ ಪಾಡು,1,"ಜ್ಞಾನ, ಅರಿವು","Knowledge, awareness"
ತಿಳಿ,"ತಮ್ಮ ಮಗಳನ್ನು ಪ್ರತಿನಿತ್ಯ ಶಾಲೆಗೆ ಬಿಡಲು ಕರೆದುಕೊಂಡು ಹೋಗುತ್ತಿದ್ದ ಗಿರೀಶ್ ಪಾಟೀಲ್, ಇದನ್ನು ಗಮನಿಸಿ ವಾಹನ ಸವಾರರಿಗೆ ತಿಳಿ ಹೇಳಲು ಈ ಕಾರ್ಯ ಮಾಡುತ್ತಿದ್ದಾರೆ.",1,"ಜ್ಞಾನ, ಅರಿವು","Knowledge, awareness"
ತಿಳಿ,ಉಪನ್ಯಾಸಕರಿಂದ ಉತ್ತಮವಾದ ಶಿಕ್ಷಣವನ್ನು ಪಡೆದಾಗ ಪರೀಕ್ಷೆಯಲ್ಲಿ ಉತ್ತಮವಾದ ಆಂಕಗಳನ್ನು ಪಡೆಯಲು ಸಾಧ್ಯವಿದೆ ಎಂದು ತಿಳಿ ಹೇಳಿದರು.,1,"ಜ್ಞಾನ, ಅರಿವು","Knowledge, awareness"
ತಿಳಿ,"ಕಂಡಿದ್ದೆಲ್ಲ ಕೇಳಬಹುದು, ಕೇಳಿದ್ದೆಲ್ಲ ಸಿಗುತ್ತದೆ ಎಂಬ ಭಾವನೆ ಮೂಡಿಸೋದಕ್ಕಿಂತ ಅನುಕೂಲ ಇದ್ದಾಗ ಮಾತ್ರ ಲಭ್ಯತೆ ಅನ್ನೋದನ್ನ ತಿಳಿ ಹೇಳಬೇಕಿತ್ತಷ್ಟೇ ನಾನು.",1,"ಜ್ಞಾನ, ಅರಿವು","Knowledge, awareness"
ತಿಳಿ,ನೈತಿಕವಾಗಿ ತಮ್ಮನ್ನು ಕುಗ್ಗಿಸುವ ಪಾಪಕಾರ್ಯಗಳಿಂದ ದೂರವಿರುವಂತೆ ತಿಳಿ ಹೇಳಬೇಕಾಗಿದೆ.,1,"ಜ್ಞಾನ, ಅರಿವು","Knowledge, awareness"
ತಿಳಿ,ರಾಹುಲ್ ಗಾಂಧಿಗೆ ತಿಳಿ ಹೇಳಿದ ಕುಮಾರಣ್ಣ.,1,"ಜ್ಞಾನ, ಅರಿವು","Knowledge, awareness"
ತಿಳಿ,"ಮೋದಿಯವರ ಫೋಟೊವನ್ನು ತನ್ನ ಜಾಹೀರಾತಿಗೆ ಬಳಸಿಕೊಂಡ ರಿಲಯನ್ಸ್ ಕಂಪೆನಿಯ ವಿರುದ್ಧ ಕ್ರಮ ಕೈಗೊಳ್ಳದೇ ಇದ್ದರೆ, ಯಾವ ತಿರಂಗ ಯಾತ್ರೆಯೂ ಈ ದೇಶದ ಘನತೆಯನ್ನು ಉಳಿಸಲಾರದು ಎನ್ನುವುದನ್ನು ಬಿಜೆಪಿಯ ಹಿರಿಯ ನಾಯಕರು ಮೋದಿ ಅವರಿಗೆ ತಿಳಿ ಹೇಳುವ ಅಗತ್ಯವಿದೆ.",1,"ಜ್ಞಾನ, ಅರಿವು","Knowledge, awareness"
ತಿಳಿ,ಕರಾವಳಿ ಭಾಗದ ವಿದ್ಯಾರ್ಥಿಗಳ ಜತೆ ಎರಡು ದಿನಗಳ ಸಂವಾದ ನಡೆಸಿದ ಅಬ್ದುಲ್ ಕಲಾಂ ಅವರು ಮತದಾನದ ಮಹತ್ವದ ಬಗ್ಗೆ ಕೂಡಾ ಯುವ ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ತಿಳಿ ಹೇಳಿದರು.,1,"ಜ್ಞಾನ, ಅರಿವು","Knowledge, awareness"
ತಿಳಿ,ಇಷ್ಟು ಮಾತ್ರವಲ್ಲ ಈ ಜಗತ್ತಿಗೆ ಮಾಲಿನ್ಯದಿಂದ ಆಗುವ ತೊಂದರೆಯನ್ನು ತಿಳಿ ಹೇಳಿ ಅದರ ವಿರುದ್ಧ ಹೋರಾಟಕ್ಕಿಳಿದರು.,1,"ಜ್ಞಾನ, ಅರಿವು","Knowledge, awareness"
ತಿಳಿ,"ಮಾತುಮಾತಿಗೆ ಉರಿದು ಬೀಳುವ ಅಣ್ಣನ ಎದುರೇ, ತಂಗಿಗೆ ತಿಳಿ ಗುಲಾಬಿ ಪಾರದರ್ಶಕ ನಾಜೂಕು ರೆಕ್ಕೆಗಳು ಮೂಡಿ ಅವಳು ಮೆಲ್ಲಗೆ ಅಂತರಿಕ್ಷದಲ್ಲಿ ಏರುತ್ತ ಫ್ಯಾನಿನ ರೆಕ್ಕೆ ತಗುಲಿದ್ದೇ ಶಾಪವಿಮೋಚನೆಗೊಂಡು ಯಾವುದೋ ನಿರ್ಜನ ರೈಲೊಂದರ ಧಡೂತಿ ಡೀಸೆಲ್ ಎಂಜಿನ್ ಡ್ರೈವರ್ ಆಗುವಳು.",2,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene"
ತಿಳಿ,"ಡಿಎಫ್‌ಆರ್‌ಎಲ್‌ ಸಂಸ್ಥೆಯ ತಂತ್ರಜ್ಞಾನದಿಂದ ಟೊಮೆಟೊವನ್ನು ಸಂಸ್ಕರಿಸುವುದಲ್ಲದೆ ಅದನ್ನು ಬಳಕೆ ಮಾಡಿಕೊಂಡು ಟೊಮೆಟೊ ಸಾಂಬಾರ್‌, ಚಟ್ನಿ, ಸಾಸ್‌, ತಿಳಿ ಸಾಂಬಾರ್‌ ಪೇಸ್ಟ್‌, ಪಲ್ಫ್‌, ಹಸಿರು ಟೊಮೆಟೊ ಪೇಸ್ಟ್‌ನಂತಹ ಆಹಾರ ಪದಾರ್ಥಗಳನ್ನು ತಯಾರಿಸಬಹುದು.",2,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene"
ತಿಳಿ,"ಕಾಳುಗಳು ತಿಳಿ ಕಂದು ಬಣ್ಣ ಹೊಂದಿದ್ದು, ಬೇಳೆ ತಯಾರಿಸಲು ಉತ್ತಮವಾಗಿರುತ್ತದೆ.",2,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene"
ತಿಳಿ,ಹೀಗೆ ಎಲ್ಲವನ್ನೂ ತಿಳಿ ಹಾಸ್ಯದಿಂದ ನಿರ್ದೇಶಕರು ಅಚ್ಚುಕಟ್ಟಾಗಿ ಕಟ್ಟಿಕೊಟ್ಟಿದ್ದಾರೆ.,2,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene"
ತಿಳಿ,ಅದು ಹಣ್ಣಾಗಿ ತುಂಬಿದ ಬಸುರಿಯ ಪರಿಮಳದಂತೆ ತಿಳಿ ಅರಶಿನ ಬಣ್ಣಕ್ಕೆ ತಿರುಗಿ ಅದರೊಳಗಿನ ನಸುಗೆಂಪು ಹಣ್ಣನ್ನು ಅಳಿಲುಗಳು ತಿನ್ನುತ್ತಿದ್ದವು.,2,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene"
ತಿಳಿ,ತಿಳಿ ನೀಲಿ ಬಣ್ಣವು ಸ್ವಾಭಾವಿಕ ಸೌಂದರ್ಯದ ಪ್ರತೀಕ.,2,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene"
ತಿಳಿ,ಶ್ರಾವಣದಲ್ಲಿ ಅವೆಲ್ಲಾ ಮಾಯವಾಗಿ ಸಣ್ಣಗಿನ ತಿಳಿ ಜಲ ಜುಳು ಜುಳನೆ ಹರಿಯುತ್ತದೆ.,2,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene"
ತಿಳಿ,"ತಿಳಿ ಗುಲಾಬಿ ಬಣ್ಣದ, ಸಿಲ್ವರ್ ಮತ್ತು ಗೋಲ್ಡ್ ಕಂಬಿನೇಷನ್ ನಲ್ಲಿ ಪರ್ಲ್ ಮತ್ತು ಬೀಡ್ಸ್ ಗಳೊಂದಿಗೆ ತಯಾರಿಸಿದ ಸಬ್ಯಾಸಾಚಿ ಲೆಹಂಗಾದಲ್ಲಿ ಅನುಷ್ಕಾ ಕಂಗೊಳಿಸುತ್ತಿದ್ದರು.",2,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene"
ತಿಳಿ,"ತಿಳಿ ಹಾಸ್ಯದೊಂದಿಗೆ ಸಾಗುವ ಚಿತ್ರವು ಮಧುರವಾದ ಪ್ರೇಮದ ಘಮಲಿನ ಸ್ಪರ್ಶದೊಂದಿಗೆ ಹೆಣ್ಣಿನ ಅಸಾಹಯಕತೆಯನ್ನು ತೆರೆದಿಡುತ್ತಾ, ಮಾಧ್ಯಮಗಳ ಹುಚ್ಚುತನವನ್ನು ಬಯಲಿಗೆಳೆಯುತ್ತಾ ಹೆಣ್ಣುಮಗಳ ಮೌಲ್ಯವನ್ನು ತಿಳಿಸುವುದರೊಂದಿಗೆ ಕೊನೆಯಾಗುತ್ತದೆ.",2,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene"
ತಿಳಿ,"ತಿಳಿ ಹಸಿರು ಎಂಬುದು ವಸಂತ ಮನಸ್ಥಿತಿ, ಗಾಳಿ, ಶುದ್ಧತೆ ಮತ್ತು ತಣ್ಣನೆಯ ಬಣ್ಣವಾಗಿದೆ.",2,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene"
ತಿಳಿ,ಬೇಸಿಗೆ ಕಳ್ಳಿ ಕೊಠಡಿ ತೊಡಗಿಸಿಕೊಳ್ಳಲು ತಿಳಿ ಛಾಯೆಯನ್ನು ಅಥವಾ ವಿಂಡೋ ಅಡಿ ರಚಿಸಲು ಆಗಿದೆ.,2,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene"
ತಿಳಿ,"ಮೈಬಣ್ಣ ತಿಳಿ ಕಂದು, ಕಡುಗೆಂಪಾಗಿದ್ದು, ಕಿವಿಗಳು ದೊಡ್ಡದಾಗಿವೆ.",2,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene"
ತಿಳಿ,"ಇದು ತಿಳಿ ಕಪ್ಪು ಬಣ್ಣದ ಶೂಗಳು ತೆಗೆದುಕೊಂಡಿಲ್ಲ ವೇಳೆ, ಸಹಜವಾಗಿ, ಧರಿಸಲು ಉತ್ತಮ.",2,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene"
ತಿಳಿ,"ಮೊದಲ ಪ್ರಕರಣದಲ್ಲಿ, ಅಪಾರ್ಟ್ಮೆಂಟ್ ಒಂದು ಚಿಕ್ ಮತ್ತು ದುಬಾರಿ ಆಂತರಿಕ ರಚಿಸಲು ತಂತ್ರಜ್ಞಾನವನ್ನು ಬಳಸಿಕೊಂಡು ಗೋಡೆಗಳ ತಿಳಿ ಹಸಿರು ಬಣ್ಣವನ್ನು ಬಳಿಯಲಾಗಿದೆ, ಮತ್ತು ಪೀಠೋಪಕರಣ ನಾವು ಭಾರಿ, ಬಿಳಿಯ ಖರೀದಿ.",2,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene"
ತಿಳಿ,ಒಣಗಿದ ಕಲ್ಲಂಗಡಿ ತಯಾರಿಸಿದ ಚೂರುಗಳು ಎಲಾಸ್ಟಿಕ್ ಆಗಿರಬೇಕು ಮತ್ತು ಬೆಳಕಿನ ಹಳದಿ ಬಣ್ಣದಿಂದ ತಿಳಿ ಕಂದು ಬಣ್ಣ ಹೊಂದಿರುತ್ತವೆ.,2,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene"
ತಿಳಿ,"ದ್ರವ ತಿಳಿ ಹಳದಿ ಮಲ, ಕೆಲವೊಮ್ಮೆ ಜೀರ್ಣಗೊಳ್ಳದ ಆಹಾರ, ಅನಿಲ ಗುಳ್ಳೆಗಳು ಮತ್ತು ಫೋಮ್ ಸಂಗ್ರಹಗಳನ್ನು.",2,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene"
ತಿಳಿ,"ಮಾತ್ರವಲ್ಲ, ತಿಳಿ ಅಥವಾ ಬಿಳಿಬಣ್ಣದ ಬಟ್ಟೆಗಳು ನೀರು ತಗಲಿದಂತೆ ಹೆಚ್ಚು ಪಾರದರ್ಶಕವೆನಿಸಿ ಇರುಸುಮುರುಸುಂಟಾಗಿಸುವ ಸಾಧ್ಯತೆಯಿರುತ್ತದೆ.",2,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene"
ತಿಳಿ,ಟೂ ಬಿಸಿ ಮತ್ತು ಬಿಸಿಲು ಕೊಠಡಿ ತಿಳಿ ನೀಲಿ ಮತ್ತು ನೀಲಿ ತಂಪು.,2,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene"
ತಿಳಿ,"ಆಕ್ವಾಮರೀನ್, ತಿಳಿ ನೀಲಿ ನೀಲಮಣಿ, ತಿಳಿ ನೀಲಿ ನೀಲಮಣಿ, ಮತ್ತು ವೈಡೂರ್ಯವು ಆ ಶಕ್ತಿಗೆ ಸಂಬಂಧಿಸಿರುವ ಕೆಲವು ಹರಳುಗಳು.",2,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene"
ತಿಳಿ,ಮದುವೆಯಲ್ಲಿ ಅನುಷ್ಕಾ ತಿಳಿ ಗುಲಾಬಿ ಬಣ್ಣ ಲೆಹಂಗಾ ಅದಕ್ಕೊಪ್ಪುವ ಸುಂದರ ಒಡವೆಗಳನ್ನು ಧರಿಸಿದ್ದರು.,2,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene"
ತಿಳಿ,ತಮ್ಮನ್ನು ಆಹಾರ ಮೊದಲು ಹಾಲಿನ ಕೆಲವು ಹನಿಗಳನ್ನು ತಿಳಿ ಸುರಿ.,2,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene"
ತಿಳಿ,ಈ ಸರಣಿಗಳು ಬೆಳಕಿನ ಅಥವಾ ತಿಳಿ ಕೂದಲು ಹೊಂದಲು ಬಯಸುವವರಿಗೆ 19 ಛಾಯೆಗಳು ಹೊಂದಿದೆ.,2,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene"
ತಿಳಿ,ಈ ಸಿದ್ಧತೆಯಲ್ಲಿ ತಿಳಿ ಹಳದಿ ಬಣ್ಣದ 1 ಪ್ರತಿಶತ ಒಳಹೊಗಿಸುವ ಸ್ಪಷ್ಟ ಪರಿಹಾರವಾಗಿ ಉತ್ಪಾದಿಸಲಾದ ಪಶು ರಾಜ್ಯಗಳ ಬಳಕೆಗೆ ಸೂಚನೆಗಳು.,2,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene"
ತಿಳಿ,"ತಿಳಿ ಹಸಿರು ಮಿಶ್ರಿತ ಬಣ್ಣದ ಸೀರೆಯಲ್ಲಿ ರವಿಚಂದ್ರನ್ ಪುತ್ರಿ ಗೀತಾಂಜಲಿ ಮಿಂಚಿದ್ರೆ, ಕಡು ನೀಲಿ ಬಣ್ಣದ ಸೂಟ್ ನಲ್ಲಿ ರವಿ ಭಾವಿ ಅಳಿಯ, ಉದ್ಯಮಿ ಅಜಯ್ ಕಂಗೊಳಿಸುತ್ತಿದ್ದರು.",2,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene"
ತಿಳಿ,"ಅನೇಕ ಮಾಂತ್ರಿಕ ಸಂಪ್ರದಾಯಗಳಲ್ಲಿ, ಇದು ಮೃದು ನೀಲಿಬಣ್ಣದ ಛಾಯೆಗಳ ಸಮಯವಾಗಿದೆ - ತಿಳಿ ನೀಲಿ ಮತ್ತು ಕೆನ್ನೀಲಿಗಳು, ತಿಳಿ ಹಳದಿ ಬಣ್ಣಗಳು ಮತ್ತು ಪಿಂಕ್ಗಳು.",2,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene"
ತಿಳಿ,"ಅಂಡಾಕಾರದ ಆಕಾರದಲ್ಲಿರುವ ಮೊಟ್ಟೆಗಳು ಕೆನೆ ಬಿಳಿ ಅಥವಾ ತಿಳಿ ಹಸಿರು ಮತ್ತು ಕಂದು, ಬೂದು ಅಥವಾ ನೇರಳೆ ಕಲೆಗಳು, ಗೆರೆಗಳು ಮತ್ತು ಸ್ಪ್ಲಾಟ್ಗಳೊಂದಿಗೆ ಗುರುತಿಸಲಾಗಿದೆ.",2,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene"
ತಿಳಿ,"ಇದು ಬಣ್ಣವಿಲ್ಲದ, ವಿಷಕಾರಿ, ನಾಶಕಾರಿ ಅನಿಲ ಅಥವಾ ತಿಳಿ ಹಸಿರು-ಹಳದಿ ದ್ರವವಾಗಿದೆ, ಇದು ನೀವು ಪ್ರತಿಕ್ರಿಯಾತ್ಮಕವಾಗಿದ್ದು, ನೀವು ಹೆಸರಿಸಬಹುದಾದ ಯಾವುದಾದರೂ ವಸ್ತುವಿನ ಬಗ್ಗೆ ಕೇವಲ ದಹನವನ್ನು ಉಂಟುಮಾಡುತ್ತದೆ ಮತ್ತು ಬೆಂಕಿಯನ್ನು ಪ್ರಾರಂಭಿಸಲು ದಹನ ಮೂಲದ ಅಗತ್ಯವಿರುವುದಿಲ್ಲ!",2,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene"
ತಿಳಿ,"ನೆರಳುಗಳಿಗೆ ಗಮನ ಕೊಡಿ, ಇದು ಸಾಮಾನ್ಯವಾಗಿ ಶಿಷ್ಯರಿಗೆ ಹತ್ತಿರದಲ್ಲಿದೆ ಮತ್ತು ಕಣ್ಣುಗುಡ್ಡೆಯ ಅಂಚುಗಳ ಸುತ್ತಲೂ ತಿಳಿ ಬಣ್ಣಗಳಿಗೆ ಕೆಲಸ ಮಾಡುತ್ತದೆ.",2,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene"
ತಿಳಿ,"ಈ ಸರೋವರಗಳ ಒಂದು ವೈಶಿಷ್ಟ್ಯವನ್ನು ನೀರಿನ ಕೇವಲ ಅದ್ಭುತ ನೆರಳು, ಆದರೆ ಬಣ್ಣಗಳ ವಿವಿಧ ತಿಳಿ ನೀಲಿ, ವೈಡೂರ್ಯ ಆಸಿಡ್ ಹಸಿರು ಅಲ್ಲ.",2,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene"
ತಿಳಿ,ನಾನು ಮದುವೆಗೆ ಆ್ಯಂಟಿಕ್‌ ಆಭರಣ ಮತ್ತು ತಿಳಿ ಗುಲಾಬಿ ಬಣ್ಣದ ಸೀರೆ ಉಟ್ಟಿದ್ದರಿಂದ ಅದಕ್ಕೆ ಹೊಂದಿಕೆಯಾಗುವಂತೆಯೇ ಮೊಗ್ಗಿನ ಜಡೆ ಧರಿಸಿದ್ದೆ.,2,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene"
ತಿಳಿ,ಒರೆ ಬಣ್ಣ - ತಿಳಿ ಹಳದಿ.,2,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene"
